Title,Company,Location,Desc,Link
[메디컬 IT기업] (주)아이쿱 개발 및 기획직군 채용,(주)아이쿱,서울강남구,"백엔드/서버개발, 인프라, 콘텐츠디자인, 서비스기획, 네트워크",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45820024&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
[강남] 프론트엔드 개발자,투브플러스(주),서울강남구,"프론트엔드, .NET, C#, HTML, Java",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45680125&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=27652c09-2023-4697-ba1c-2f7712b85951
PHP Back-end 개발자 경력직 채용,(주)애드포러스,서울강남구,"Node.js, 백엔드/서버개발, 웹개발, 유지보수, RDBMS",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45937244&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
시스템 개발자,(주)브이씨,서울강남구,"Node.js, 백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46012062&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
[경력] 백엔드 개발자 동료 모집,(주)케이원피에스,서울구로구,"Node.js, 백엔드/서버개발, 웹개발, SI개발, 솔루션",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45827150&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
시스템 · 솔루션(SE FE) 엔지니어 신입/경력 모집,(주)피플앤드테크놀러지,서울강남구,"Node.js, 유지보수, H/W, Nginx, CentOS",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45816800&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
인공지능 개발자 신입 및 경력직 채용,(주)에셈블,대전유성구,"Node.js, 데이터분석가, AI(인공지능), C#, Java",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45836727&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
[원유니버스] Web3 프로젝트 백엔드 개발자 모집,(주)원유니버스,서울강남구,"Node.js, 백엔드/서버개발, 웹개발, 검색엔진, Javascript",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45652545&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
지팬스스마트로 IT개발 분야 채용합니다,지팬스 스마트로,서울서초구,"Node.js, 백엔드/서버개발, 앱개발, 웹개발, 프론트엔드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45881247&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
리얼패킹 DevOPS(데브옵스) 개발자 신입 및 경력 수시 모집,(주)인베트,서울마포구,"Node.js, 백엔드/서버개발, 웹개발, 프론트엔드, DBA",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45797304&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
미디어 서버 개발자,(주)더블미,서울중구,"Node.js, 백엔드/서버개발, 웹개발, 프론트엔드, DBA",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45640642&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
이커머스 서비스구축 개발자,(주)더블미,서울중구,"Node.js, 백엔드/서버개발, 웹개발, 프론트엔드, DBA",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45640696&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
리얼패킹 앱(PC/Mobile) 개발자 신입 및 경력 수시 모집,(주)인베트,서울마포구,"Node.js, 백엔드/서버개발, 웹개발, 프론트엔드, DBA",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45797402&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
리디안솔루션 SAP Cloud PaaS 서비스 및 App 개발자 채용,리디안솔루션(주),서울종로구,"Node.js, 클라우드, SAP, ABAP, PaaS",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45953212&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
[한그루] 백엔드 개발자 경력직 채용 (시니어개발자),(주)한그루,서울강남구,"Node.js, 백엔드/서버개발, 웹개발, 프론트엔드, DBA",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45974539&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
서버/백엔드 신입 및 경력,(주)라온로드,경기전체,"Node.js, 백엔드/서버개발, 웹개발, 프론트엔드, DBA",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45478853&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
[크로켓] 백엔드 개발자(산업기능요원 현역전직 또는 보충역),(주)와이오엘오,서울마포구,"Node.js, 백엔드/서버개발, 웹개발, SE(시스템엔지니어), AWS",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45968840&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
주식회사 이음 개발팀 프론트엔드 웹개발자 공개 채용,(주)이음,부산해운대구,"Node.js, 웹개발, 프론트엔드, HTML, Java",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45718744&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
코인 거래소 개발자 채용,빅파크,경기부천시,"Node.js, AWS, Git, ReactJS, 프론트엔드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45970353&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
[글로벌 임플란트 중견기업] 프론트엔드/벡엔드 SW개발(1년이상),에이치알포유(주),서울금천구,"Node.js, 백엔드/서버개발, 프론트엔드, 알고리즘, 클라우드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45999693&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
[인텔리전스랩스] 프론트엔드 SDK팀 프론트엔드 개발자,(주)넥슨,경기성남시 분당구,"Node.js, 데이터엔지니어, 프론트엔드, 네트워크, SDK",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45998489&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
Cloud Telephony SW Developer(신입/경력),에릭슨엘지(주),서울금천구,"Node.js, 백엔드/서버개발, 웹개발, 프론트엔드, 클라우드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45861163&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
커머스서비스개발팀 프론트엔드 개발,씨제이올리브영(주),서울전체,"Node.js, 프론트엔드, Javascript, React, ReactJS",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46003115&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
웹 프론트엔드&백엔드 풀스택 기술 경력자 채용,(주)지학사,서울마포구,"Node.js, 백엔드/서버개발, 프론트엔드, Ajax, Java",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45841560&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
2023년 IT 전문연구요원 채용,(주)모니터랩,서울구로구,"Node.js, 백엔드/서버개발, 정보보안, 프론트엔드, 네트워크",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45694753&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
[계열사/모두의 코딩] .Net 웹개발자(Full Stack) 채용,(주)휴넷,서울강남구,"Node.js, 웹개발, .NET, ASP.NET, 풀스택",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46008097&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
프로그램 개발 및 IT 관리 경력사원 모집,(주)신신사,경남김해시,"Node.js, 앱개발, 웹개발, SI개발, .NET",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45626178&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
[한맥가족 기술개발센터] 구조해석 S/W 개발자 채용,(주)한맥기술,서울송파구,"Node.js, 백엔드/서버개발, 웹개발, 프론트엔드, SI개발",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45778108&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
(주)한진 어플리케이션(Java) 개발 및 유지보수 담당자 모집,한진정보통신(주),서울중구,"Node.js, 웹개발, SI개발, RDBMS, HTML5",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45944531&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
[인젠트] API G/W 자사 솔루션 유지보수 및 기술지원 개발자,(주)인젠트,서울영등포구,"Node.js, 기술지원, 백엔드/서버개발, 웹개발, 유지보수",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45982538&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
[개발직군]프론트엔드 개발자 채용,(주)에어릭스,경기광명시,"Node.js, 백엔드/서버개발, React, 프론트엔드, Angular",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45812323&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
[nProtect] Java/Spring Backend 웹 개발자 채용 (주 4.5일제),(주)잉카인터넷,서울강서구,"Node.js, 웹개발, .NET, Java, Javascript",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45967212&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
[의료SW] Web 개발자 경력직 모집,(주)인피니트헬스케어,서울구로구,"Node.js, 기술지원, 백엔드/서버개발, 웹개발, 유지보수",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45994560&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
기술개발본부 소프트웨어개발 인력 채용(신입/경력),(주)지엠티,경기성남시 분당구,"Node.js, 데이터엔지니어, 백엔드/서버개발, 앱개발, 웹개발",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45611862&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
플랫폼전략 웹 프론트앤드 개발자(경력)모집,(주)코콤,서울강서구,"Node.js, CSS, HTML5, Javascript, React",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45864448&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
"웹개발자 (C#, Java) 신입 / 경력 정규직 채용 (서울 본사 상주)",디포커스(주),서울성동구,"Node.js, 백엔드/서버개발, 웹개발, 프론트엔드, 클라우드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46020136&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
웹프론트엔드 및 백엔드 개발자 신입/경력 채용,(주)엠투아이코퍼레이션,경기전체,"Node.js, 백엔드/서버개발, 웹개발, 프론트엔드, ECMAScript",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44905051&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
자바스크립트 FullStack 연구자 채용,가천대학교산학협력단,인천남동구,"Node.js, 웹개발, ECMAScript, Javascript, Python",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45981336&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
솔루션 개발 및 운영 담당자 모집,(주)지에스아이티엠,서울종로구,"Node.js, 웹개발, SE(시스템엔지니어), 솔루션, API",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45976834&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
백엔드 웹 경력개발자 채용,엔테크서비스(주),경기성남시 분당구,"Node.js, 백엔드/서버개발, 웹개발, RDBMS, Hadoop",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46011098&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
"씨테크시스템 Web 개발 및 사업관리 신입,경력 모집 공고(창원)",(주)씨테크시스템,경남창원시,"Node.js, 웹개발, Javascript, MySQL, SI·시스템통합",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45864234&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
"[천안, 아산] 노리시스템 신입 / 경력 개발자 모집",노리시스템(주),충남아산시,"Node.js, SE(시스템엔지니어), 솔루션, DBMS, ERP",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45900241&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=a08f990a-c057-4421-aa48-2bc0fe10b3bf
[정규직/글로벌강소기업]의료 관련 앱 개발 및 유지보수 채용,(주)사람인에이치에스,서울강남구,"Node.js, 데이터엔지니어, 백엔드/서버개발, 앱개발, 유지보수",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45941685&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
[정규직/글로벌강소기업] 의료기기 서버개발 및 유지보수 채용,(주)사람인에이치에스,서울강남구,"Node.js, 데이터엔지니어, 백엔드/서버개발, 웹개발, 유지보수",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45941003&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
[아산] 노리시스템 시스템 운영자 모집,노리시스템(주),충남아산시,"Node.js, SE(시스템엔지니어), 솔루션, DBMS, ERP",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46005228&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
[비즈하우스] 프론트엔드 개발자,(주)미리디,서울전체,"Node.js, 백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44193711&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
백엔드(Back-End) 개발자 모집,(주)엔드림,서울송파구,"Node.js, 게임개발, 백엔드/서버개발, 앱개발, 유지보수",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45814143&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
조선비즈 프론트엔드 개발자 채용공고,(주)조선비즈,서울중구,"Node.js, 백엔드/서버개발, 프론트엔드, DBMS, RDBMS",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45919930&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
DIVE(PMS) 서버 개발자(Backend Engineer),(주)온다,서울강남구,"Node.js, 백엔드/서버개발, 클라우드, API, RDBMS",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45883080&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
[리디 주식회사] 백엔드 엔지니어 채용 진행 중,리디(주),서울강남구,"Node.js, 백엔드/서버개발, 웹개발, Javascript, Kotlin",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45894587&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
웹개발(CRM개발) 경력 채용,(주)유비케어,서울전체,"Node.js, 백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45981908&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
(주4.5일)C# 개발자 채용(경력직),(주)브로드씨엔에스,서울구로구,"Node.js, 웹개발, 프론트엔드, WCF, Windows",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46020423&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
응용 S/W 엔지니어 모집,인터콘시스템스(주),경기전체,"Node.js, 웹개발, 프론트엔드, SE(시스템엔지니어), 네트워크",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45334536&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
소프트웨어 개발 엔지니어 모집,(주)네오텍,부산동구,"Node.js, 백엔드/서버개발, 라즈베리파이, Java, Python",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45751533&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
2023 웹퍼블리셔/프론트엔드 개발 경력자 채용,캔즈플렉스(주),서울강남구,"Node.js, 웹개발, 유지보수, 퍼블리셔, 프론트엔드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45785056&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
[NINEFIVE] 프론트앤드 개발 보충역 병특 채용,나인파이브(주),서울서초구,"Node.js, 프론트엔드, React, ReactJS, Redux",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46006793&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
IT솔루션 시스템 엔지니어(SE) 신입/경력 모집,(주)디오티스,서울송파구,"Node.js, 기술지원, SE(시스템엔지니어), Windows, Linux",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46001889&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
[프리랜서] .NET 개발자 (발산역/용산),(주)코비젼,서울강서구,"Node.js, 웹개발, 유지보수, 프론트엔드, SI개발",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45857780&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
"[정규직] 웹 소프트웨어(SW) 개발자(신입, 경력)",(주)라인월드,대전유성구,"Node.js, 백엔드/서버개발, 웹개발, 유지보수, SI개발",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45935712&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
[Tech] 웹 UI 개발자,콘텐츠웨이브(주),서울전체,"Node.js, 웹개발, 퍼블리셔, 프론트엔드, SE(시스템엔지니어)",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45960872&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
[MUSMA] Front-End(React) 개발자 경력직채용공고(부산근무),(주)무스마,부산수영구,"Node.js, 앱개발, 웹개발, 프론트엔드, AWS",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45961779&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
[Tech] 미디어 서버 개발자,콘텐츠웨이브(주),서울전체,"Node.js, 백엔드/서버개발, 웹개발, 프론트엔드, 네트워크",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45961604&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
REACT · PHP · PYTHON 개발자 채용,행복쇼핑(주),서울영등포구,"Node.js, 백엔드/서버개발, 앱개발, 웹개발, 퍼블리셔",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45825027&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
2023년 상반기 S/W개발부문 채용,(주)스마트프로,대전유성구,"Node.js, 게임개발, 웹개발, 웹마스터, 퍼블리셔",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45848812&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
[경력] 프론트엔드 개발자 동료 모집,(주)케이원피에스,서울구로구,"Node.js, 웹개발, 프론트엔드, SI개발, 솔루션",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45826962&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
AP 서버 백엔드 개발자 신입 채용,(주)쏘우웨이브,경기성남시 중원구,"Node.js, 백엔드/서버개발, 웹개발, 웹마스터, 네트워크",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45975653&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
서버/백엔드 개발자 경력 채용,(주)컨테인어스,부산중구,"Node.js, 백엔드/서버개발, AWS, Docker, Flutter",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45892690&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
"23년 하반기 전액국비 IT(JAVA/빅데이터, 클라우드/정보보안)취업교육생 모집",한국기술교육직업전문학교,부산동래구,"Node.js, 게임개발, 기술지원, 데이터분석가, 데이터엔지니어",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45987137&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
프론트엔드 개발자 모집,(주)게임듀오,경기성남시 수정구,"Node.js, 프론트엔드, CSS, HTML, React",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45781790&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
프로젝트 관리자(PM) 모집,(주)에셈블,대전유성구,"Node.js, 데이터분석가, AI(인공지능), C#, Java",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45993294&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
웹 개발자 경력직 채용,쿤텍(주),경기성남시 수정구,"Node.js, 백엔드/서버개발, 웹개발, 프론트엔드, 데이터시각화",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46003184&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
[급성장중]SI사업부 개발직군 경력개발자 채용,(주)제타럭스시스템,서울송파구,"Node.js, 백엔드/서버개발, 웹개발, 프론트엔드, GIS",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45812244&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
웹 프로그램 개발(Java) 경력직 채용,(주)아울시스템즈,서울영등포구,"Node.js, 웹개발, 유지보수, 프론트엔드, 네트워크",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45809250&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
[아이브릭스] 기업부설연구소 채용공고,(주)아이브릭스,경기성남시 분당구,"Node.js, 백엔드/서버개발, 프론트엔드, 딥러닝, 머신러닝",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45986665&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
Product Development(design/Frontend/Backend)채용,메가존클라우드(주),서울강남구,"Node.js, 데이터엔지니어, 백엔드/서버개발, 앱개발, 웹개발",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45756742&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
WEB(Front-end/Back-end) 개발자 신입 및 경력 모집,남부솔루션(주),서울영등포구,"Node.js, 임베디드, 펌웨어, S/W, 정보통신",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45702948&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
[기업부설연구소] 백엔드 경력/신입 채용,엔키노(주),경기안양시 동안구,"Node.js, 백엔드/서버개발, 유지보수, 프론트엔드, API",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45809427&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
Hybrid&AI Platform Cloud (개발/Elastic/Sales/DevOps) 채용,메가존클라우드(주),서울강남구,"Node.js, 기술지원, 데이터엔지니어, 백엔드/서버개발, 웹개발",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45830095&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
[아정] 강남 연구소 백엔드 개발자 경력 채용,(주)아정네트웍스,서울강남구,"Node.js, 백엔드/서버개발, 앱개발, 웹개발, 퍼블리셔",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45837743&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
